rms_error
0.1043976
0.1308002
0.0980334
0.1175945
0.09523342
0.2469055
0.07520417
0.06300177
0.07152412
0.1747431
0.1154581
0.1569317
0.0517254
0.07547582
0.1508186
0.06819768
0.06231475
0.1344941
0.07461787
0.07705826
0.02906343
0.02512936
0.1047021
0.1277924
0.08993803
0.08902516
0.1256743
0.09739649
0.1214254
0.07185914
0.2606901
0.1462863
0.1526132
0.2521873
0.3187589
0.3520484
0.3385149
0.1687868
0.1411481
0.1979928
0.2887174
0.06577159
0.1213807
0.09916926
0.103032
0.1497928
0.161364
0.1248854
0.2708117
0.145634
0.2862692
0.13263
0.2723281
0.1908732
0.1926901
0.2549697
0.1983012
